sample_id,human_score,ai_score,ai_uncertainty,needs_review,final_status
S0263,2,2,0.01,False,provisional_alignment
S0264,2,3,0.22034813752411594,False,provisional_alignment
S0265,4,2,0.43356985719657376,True,human_review_required
S0266,2,2,0.13221198099562192,False,provisional_alignment
S0267,1,2,0.07935867762360768,False,provisional_alignment
S0268,4,4,0.052900062209764134,False,provisional_alignment
S0269,2,2,0.16123331150863618,False,provisional_alignment
S0270,1,1,0.1307538841375601,False,provisional_alignment
S0271,0,0,0.17225595756105908,False,provisional_alignment
S0272,4,4,0.16377172561293565,False,provisional_alignment
S0273,3,1,0.4692928117111426,True,human_review_required
S0274,3,3,0.06936344072156356,False,provisional_alignment
S0275,3,2,0.02518257353969605,False,provisional_alignment
S0276,1,3,0.4316864888181709,True,human_review_required
S0277,0,0,0.06753011972485237,False,provisional_alignment
S0278,4,4,0.04430879231489043,False,provisional_alignment
S0279,3,3,0.08638648793736832,False,provisional_alignment
S0280,2,0,0.45040647486358315,True,human_review_required
S0281,3,3,0.05964489927001942,False,provisional_alignment
S0282,4,3,0.3314003146886808,True,human_review_required
S0283,4,4,0.14714604220315458,False,provisional_alignment
S0284,3,4,0.4346075649029354,True,human_review_required
S0285,0,0,0.10677026207630852,False,provisional_alignment
S0286,3,3,0.10834640258207812,False,provisional_alignment
S0287,0,0,0.47553109452882775,True,human_review_required
S0288,0,0,0.0642279348349432,False,provisional_alignment
S0289,1,1,0.1267631905341181,False,provisional_alignment
S0290,2,2,0.14388170783677937,False,provisional_alignment
S0291,1,0,0.11632688349989538,False,provisional_alignment
S0292,1,1,0.24170639608594108,False,provisional_alignment
S0293,0,0,0.06729213535365694,False,provisional_alignment
S0294,4,3,0.3152168867777258,True,human_review_required
S0295,0,0,0.18941559791918539,False,provisional_alignment
S0296,2,1,0.06819888989114514,False,provisional_alignment
S0297,2,2,0.1793345042102022,False,provisional_alignment
S0298,3,3,0.1663713370888464,False,provisional_alignment
S0299,2,2,0.18194714482890909,False,provisional_alignment
S0300,2,1,0.2942857545806637,True,human_review_required
S0301,0,0,0.14916205705257754,False,provisional_alignment
S0302,3,3,0.13694419796503543,False,provisional_alignment
S0303,0,0,0.1305684478367596,False,provisional_alignment
S0304,4,4,0.06414095142065004,False,provisional_alignment
S0305,0,0,0.16575076896986204,False,provisional_alignment
S0306,4,3,0.1481887603194511,False,provisional_alignment
S0307,2,2,0.0399444958497239,False,provisional_alignment
S0308,0,0,0.07915360453541569,False,provisional_alignment
S0309,2,2,0.05879041125406934,False,provisional_alignment
S0310,1,1,0.29451402892265977,True,human_review_required
S0311,3,4,0.24743695264037127,False,provisional_alignment
S0312,4,4,0.09139119724471852,False,provisional_alignment
S0313,3,2,0.22755246505184556,False,provisional_alignment
S0314,0,0,0.21594071445152085,False,provisional_alignment
S0315,3,4,0.14240224331028004,False,provisional_alignment
S0316,1,1,0.1492218304646607,False,provisional_alignment
S0317,1,0,0.4275271832044485,True,human_review_required
S0318,1,1,0.011971103807081399,False,provisional_alignment
S0319,0,0,0.3429622464408649,True,human_review_required
S0320,0,0,0.12554453983928923,False,provisional_alignment
S0321,2,3,0.15269164675908525,False,provisional_alignment
S0322,1,0,0.10563424329051102,False,provisional_alignment
S0323,4,4,0.07121509241143664,False,provisional_alignment
S0324,1,2,0.30922303720353217,True,human_review_required
S0325,2,1,0.07774758795472655,False,provisional_alignment
S0326,1,2,0.3413891026414656,True,human_review_required
S0327,3,2,0.15720915549805953,False,provisional_alignment
S0328,2,3,0.2538887494159457,False,provisional_alignment
S0329,1,0,0.18204170948417722,False,provisional_alignment
S0330,0,0,0.1460314889961005,False,provisional_alignment
S0331,1,3,0.45339094868505786,True,human_review_required
S0332,1,0,0.23813420655750364,False,provisional_alignment
S0333,2,3,0.25854876877292393,False,provisional_alignment
S0334,1,1,0.08042834781859137,False,provisional_alignment
S0335,0,1,0.270177014081001,False,provisional_alignment
S0336,1,0,0.32707883119470615,True,human_review_required
S0337,1,1,0.08890376943648574,False,provisional_alignment
S0338,1,1,0.06026415792742551,False,provisional_alignment
S0339,3,2,0.2840635093127006,True,human_review_required
S0340,1,2,0.19916065224555568,False,provisional_alignment
S0341,3,2,0.3184578078607148,True,human_review_required
S0342,3,3,0.14221674660760775,False,provisional_alignment
S0343,4,1,0.36109712181370096,True,human_review_required
S0344,4,4,0.46443220095986437,True,human_review_required
S0345,4,4,0.08775116468084708,False,provisional_alignment
S0346,2,2,0.17753304708512305,False,provisional_alignment
S0347,2,3,0.2853210354487013,True,human_review_required
S0348,2,1,0.2397355294361242,False,provisional_alignment
S0349,3,3,0.15465079951598235,False,provisional_alignment
S0350,4,4,0.0838588817336865,False,provisional_alignment
S0351,2,1,0.09671014441959462,False,provisional_alignment
S0352,4,4,0.10654730995636849,False,provisional_alignment
S0353,1,0,0.0926096529266168,False,provisional_alignment
S0354,2,2,0.16453271973298128,False,provisional_alignment
S0355,3,4,0.21353578173639348,False,provisional_alignment
S0356,2,4,0.4190752068151125,True,human_review_required
S0357,0,0,0.31587473708229197,True,human_review_required
S0358,4,4,0.40811036007037793,True,human_review_required
S0359,0,0,0.1903178567358274,False,provisional_alignment
S0360,0,0,0.14103387786219004,False,provisional_alignment
S0361,0,0,0.10200961152067994,False,provisional_alignment
S0362,0,0,0.14823924965749524,False,provisional_alignment
S0363,1,2,0.17785930852775653,False,provisional_alignment
S0364,3,4,0.3089655990792327,True,human_review_required
S0365,0,0,0.16611846362682456,False,provisional_alignment
S0366,2,0,0.4567941699150531,True,human_review_required
S0367,4,4,0.0798866171729794,False,provisional_alignment
S0368,4,4,0.05950181576538265,False,provisional_alignment
S0369,1,2,0.16354915759911065,False,provisional_alignment
S0370,4,4,0.15462961550340906,False,provisional_alignment
S0371,2,3,0.3471911434384387,True,human_review_required
S0372,4,3,0.24015847899801684,False,provisional_alignment
S0373,4,4,0.08229982122801921,False,provisional_alignment
S0374,2,2,0.08128460927300067,False,provisional_alignment
S0375,3,2,0.24832794965619134,False,provisional_alignment
S0376,3,2,0.36474437380577285,True,human_review_required
S0377,4,4,0.2813362625651313,True,human_review_required
S0378,4,2,0.5008877762390561,True,human_review_required
S0379,2,2,0.09354980941259042,False,provisional_alignment
S0380,1,1,0.06648390868337883,False,provisional_alignment
S0381,4,4,0.01,False,provisional_alignment
S0382,2,2,0.09685701101077106,False,provisional_alignment
S0383,4,4,0.19457850097722013,False,provisional_alignment
S0384,2,2,0.028274519725505626,False,provisional_alignment
S0385,3,3,0.11124213710439307,False,provisional_alignment
S0386,0,1,0.10163601424199259,False,provisional_alignment
S0387,4,4,0.1967630405377725,False,provisional_alignment
S0388,4,4,0.09749874585208743,False,provisional_alignment
S0389,3,3,0.14097658029235538,False,provisional_alignment
S0390,0,1,0.3241313198913326,True,human_review_required
S0391,0,0,0.11618446889612924,False,provisional_alignment
S0392,1,1,0.15415730914728804,False,provisional_alignment
S0393,3,4,0.3436641155711086,True,human_review_required
S0394,4,4,0.07212545030900233,False,provisional_alignment
S0395,4,3,0.13615141320698604,False,provisional_alignment
S0396,3,3,0.1317742398709377,False,provisional_alignment
S0397,3,3,0.13692088995044358,False,provisional_alignment
S0398,1,1,0.07536100544745072,False,provisional_alignment
S0399,1,1,0.022646511615588852,False,provisional_alignment
S0400,1,0,0.3922051341287072,True,human_review_required
S0401,1,0,0.32270565402221985,True,human_review_required
S0402,2,1,0.29588102850765857,True,human_review_required
S0403,2,2,0.14846883931013216,False,provisional_alignment
S0404,4,3,0.1007028700064213,False,provisional_alignment
S0405,1,1,0.10446829234272904,False,provisional_alignment
S0406,2,1,0.21768875851403813,False,provisional_alignment
S0407,1,0,0.4964157773296628,True,human_review_required
S0408,1,1,0.07435108683120248,False,provisional_alignment
S0409,4,2,0.48742235908733444,True,human_review_required
S0410,0,0,0.0734472957638732,False,provisional_alignment
S0411,3,3,0.15790085130166234,False,provisional_alignment
S0412,3,3,0.1882805192533799,False,provisional_alignment
S0413,1,0,0.27282970136438534,False,provisional_alignment
S0414,4,4,0.06346775726744794,False,provisional_alignment
S0415,1,0,0.2387169438700601,False,provisional_alignment
S0416,0,0,0.06736151520587401,False,provisional_alignment
S0417,2,2,0.17511366931141503,False,provisional_alignment
S0418,1,0,0.4964275882709539,True,human_review_required
S0419,3,2,0.25592441977547725,False,provisional_alignment
S0420,3,4,0.4312351390995255,True,human_review_required
S0421,1,1,0.08282335994356277,False,provisional_alignment
S0422,2,4,0.5562702595415495,True,human_review_required
S0423,4,4,0.25733995171453267,False,provisional_alignment
S0424,0,0,0.2827977922205282,True,human_review_required
S0425,0,0,0.08043348391855161,False,provisional_alignment
S0426,0,1,0.2128739208206839,False,provisional_alignment
S0427,3,3,0.0846444429818308,False,provisional_alignment
S0428,4,4,0.12648633309786494,False,provisional_alignment
S0429,1,1,0.11867024583922778,False,provisional_alignment
S0430,0,1,0.06737463163195145,False,provisional_alignment
S0431,2,1,0.26103089891530995,False,provisional_alignment
S0432,1,1,0.1811949148755864,False,provisional_alignment
S0433,1,1,0.13538251217385755,False,provisional_alignment
S0434,3,3,0.06000183094247495,False,provisional_alignment
S0435,3,3,0.11246765339633633,False,provisional_alignment
S0436,0,0,0.08119279108058305,False,provisional_alignment
S0437,0,0,0.17454364021231186,False,provisional_alignment
S0438,2,1,0.20103242567008425,False,provisional_alignment
S0439,0,0,0.13328927316158218,False,provisional_alignment
S0440,1,1,0.08473734621057585,False,provisional_alignment
S0441,0,0,0.20110135297928045,False,provisional_alignment
S0442,0,0,0.2738300622639931,False,provisional_alignment
S0443,4,4,0.17959055185531023,False,provisional_alignment
S0444,3,4,0.04662453993671099,False,provisional_alignment
S0445,2,2,0.08669402627916437,False,provisional_alignment
S0446,0,0,0.4102214934999572,True,human_review_required
S0447,0,1,0.08080274443564836,False,provisional_alignment
S0448,3,3,0.14273242083633317,False,provisional_alignment
S0449,3,3,0.15577816502345204,False,provisional_alignment
S0450,4,4,0.22489944338749115,False,provisional_alignment
S0451,1,0,0.37871847656704305,True,human_review_required
S0452,4,4,0.10538504497030632,False,provisional_alignment
S0453,1,1,0.17848185019269175,False,provisional_alignment
S0454,3,3,0.12502286438675822,False,provisional_alignment
S0455,3,3,0.19736369254912545,False,provisional_alignment
S0456,1,2,0.27670981854308463,False,provisional_alignment
S0457,3,3,0.15810922943243286,False,provisional_alignment
S0458,2,1,0.10886434319027416,False,provisional_alignment
S0459,0,0,0.03139700069055622,False,provisional_alignment
S0460,1,0,0.18866101132879967,False,provisional_alignment
S0461,0,0,0.5145387773646442,True,human_review_required
S0462,4,4,0.38711833921065864,True,human_review_required
S0463,4,3,0.29031735135865067,True,human_review_required
S0464,3,3,0.19707637852706855,False,provisional_alignment
S0465,2,1,0.21049924766465472,False,provisional_alignment
S0466,1,2,0.2757074458582481,False,provisional_alignment
S0467,4,4,0.12736186779190894,False,provisional_alignment
S0468,4,4,0.30410852786743964,True,human_review_required
S0469,1,1,0.13279033055218242,False,provisional_alignment
S0470,3,4,0.29005805240924987,True,human_review_required
S0471,2,1,0.1370828161246755,False,provisional_alignment
S0472,2,1,0.33751402177141876,True,human_review_required
S0473,0,1,0.41562315352516366,True,human_review_required
S0474,2,1,0.3165850234015643,True,human_review_required
S0475,1,1,0.15722773115696542,False,provisional_alignment
S0476,4,4,0.03656055468594946,False,provisional_alignment
S0477,0,0,0.14058431227604323,False,provisional_alignment
S0478,4,4,0.08234392328046147,False,provisional_alignment
S0479,3,3,0.14066410518151656,False,provisional_alignment
S0480,0,0,0.02007832297593086,False,provisional_alignment
S0481,3,3,0.09550655319347108,False,provisional_alignment
S0482,1,0,0.2139744619879685,False,provisional_alignment
S0483,0,0,0.21064678551594132,False,provisional_alignment
S0484,4,4,0.07469154247837034,False,provisional_alignment
S0485,4,4,0.15339387072706853,False,provisional_alignment
S0486,3,2,0.09656884673290703,False,provisional_alignment
S0487,3,2,0.11988626538829283,False,provisional_alignment
S0488,3,3,0.06295580743101638,False,provisional_alignment
S0489,4,3,0.308108712403001,True,human_review_required
S0490,2,2,0.23093703031392576,False,provisional_alignment
S0491,1,1,0.21710205270091787,False,provisional_alignment
S0492,2,1,0.3333495950793308,True,human_review_required
S0493,4,4,0.06692291496617679,False,provisional_alignment
S0494,4,3,0.17680728093606646,False,provisional_alignment
S0495,3,2,0.28151159344621346,True,human_review_required
S0496,1,1,0.14747324742908424,False,provisional_alignment
S0497,4,4,0.19622956417345008,False,provisional_alignment
S0498,3,2,0.2867768626526079,True,human_review_required
S0499,4,3,0.17390136488421443,False,provisional_alignment
